Time,Minutes_since_launch, date, Lat, Long, spd, hdg-g, alt-g,Ultraviolet,Ultraviolet,Visible,Visible,Infrared,Infrared,Barometric_Pressure,Internal Temperature,Altitude, ExtTemp,X, accX,Y, accY,Z, accZ, magX, magY, magZ, gyroX,absX,X, gyroY,absY,Y, gyroZ,absZ,Z,unknown,tempFit, Roll, Pitch, hdg-m,ascending
18:24:43,63.33,9/5/2015,0,0,0,0,0,9.71,73.9152473642,2069,76.848634038,17130,78.221506433,85.32,-1.1,16648.55,-0.07,-0.044,-3.83,-4.224,7.94,8.798,0.19,0.172,-0.02,0.54,-12.98,12.98,18.9185714286,-8.95,8.95,7.8642857143,-1.68,1.68,18.4485714286,-476,-51.5068493151,-25.63,0.83,-49.09,50000000000
18:25:13,63.83,9/5/2015,0,0,0,0,0,9.54,75.6792376318,2037,78.4149049136,16844,80.0134058828,83.68,-1.2,16750.61,-0.03,-0.026,-4.68,-4.216,9.7,8.758,0.18,0.102,0.11,0.52,-5.66,5.66,21.5214285714,-1.28,1.28,8.26,-0.08,0.08,13.3542857143,-479,-51.9178082192,-25.83,0.05,-61.46,50000000000
18:25:48,64.42,9/5/2015,0,0,0,0,0,9.53,75.6032035685,2036,78.3473308234,17099,79.8878394691,81.9,-1.7,16863.22,0.11,-0.008,-4.3,-4.366,9.11,9.094,0.11,-0.002,0.03,0.57,-41.34,41.34,20.6771428571,4.97,4.97,8.8,-23.29,23.29,9.8171428571,-478,-51.7808219178,-25.18,-0.19,-68.62,50000000000
18:26:18,64.92,9/5/2015,0,0,0,0,0,6.95,75.5271695053,1554,78.2821700936,12383,79.7771347807,79.88,-2.4,16993.44,0,-0.014,-4.49,-4.444,9.24,9.25,-0.2,-0.078,0.18,0.53,-26.42,26.42,19.8085714286,-9.27,9.27,7.0814285714,-29.49,29.49,10.4357142857,-481,-52.1917808219,-26.06,-0.03,-116.41,50000000000
18:26:53,65.5,9/5/2015,0,0,0,0,0,7.67,75.2433090024,1688,78.0287672555,14409,79.4201500731,78.2,-1.8,17103.8,-0.05,-0.032,-4.53,-4.422,9.48,9.182,-0.29,-0.16,0.02,0.57,-33.95,33.95,19.6728571429,-3.22,3.22,6.6485714286,-7.4,7.4,11.6285714286,-476,-51.5068493151,-25.68,0.45,-136,50000000000
18:27:23,66,9/5/2015,0,0,0,0,0,5.82,75.3700324412,1343,78.1421951926,10350,79.511140228,76.35,-1.6,17227.56,-0.1,-0.07,-4.22,-4.41,8.72,9.132,-0.19,-0.174,0.25,0.49,-14.91,14.91,19.2214285714,-14.49,14.49,9.0228571429,-2.18,2.18,12.5557142857,-472,-50.9589041096,-25.89,0.51,-112.48,50000000000
18:27:58,66.58,9/5/2015,0,0,0,0,0,6.41,76.1354420114,1454,78.8203494546,11320,80.3970810358,74.73,-1.1,17337.94,-0.12,-0.094,-4.57,-4.316,9.36,8.942,-0.23,-0.172,0.21,0.51,-3.4,3.4,14.9242857143,-7.39,7.39,8.4171428571,8.93,8.93,14.2071428571,-472,-50.9589041096,-25.99,0.56,-118.7,50000000000
18:28:28,67.08,9/5/2015,0,0,0,0,0,7.91,76.3939578264,1734,79.0496186891,13660,80.737384215,73.39,-1.2,17430.73,-0.08,-0.108,-4.24,-4.304,8.86,8.898,0.04,-0.074,0.39,0.37,-12.03,12.03,12.2242857143,5.92,5.92,9.5928571429,-10.03,10.03,14.6985714286,-474,-51.2328767123,-25.61,0.39,-85.59,50000000000
18:29:03,67.67,9/5/2015,0,0,0,0,0,7.85,74.6907948094,1722,77.5340283811,13593,79.0513366454,71.64,-0.5,17553.99,-0.12,-0.108,-4.02,-4.298,8.29,8.888,-0.19,0,0.15,0.55,-2.5,2.5,9.0928571429,-17.9,17.9,9.5571428571,6.57,6.57,13.9771428571,-474,-51.2328767123,-26.02,0.83,-115.58,50000000000
18:29:33,68.17,9/5/2015,0,0,0,0,0,7.59,73.6922141119,1674,76.6483251279,13129,77.9270016318,70.21,-0.6,17656.53,-0.12,-0.09,-4.47,-4.26,9.26,8.826,0.2,0.034,0.26,0.44,-11.26,11.26,9.7485714286,0.73,0.73,9.6285714286,-34.85,34.85,20.1142857143,-471,-50.8219178082,-25.74,0.7,-65.03,50000000000
18:30:08,68.75,9/5/2015,0,0,0,0,0,6.53,73.7327656123,1476,76.6845255334,11367,78.0455921336,68.69,-1.1,17767.4,-0.1,-0.098,-4.19,-4.276,8.67,8.852,0.18,0.046,0.39,0.32,-7.52,7.52,12.12,17.5,17.5,12.1971428571,-32.93,32.93,28.1142857143,-470,-50.6849315068,-25.75,0.47,-69.49,50000000000
18:30:38,69.25,9/5/2015,0,0,0,0,0,9.28,73.6770072993,1989,76.6362583261,16925,78.0765287863,67.15,-1.9,17881.76,-0.03,-0.1,-4.38,-4.252,9.05,8.822,-0.06,0.116,-0.1,0.6,-12.03,12.03,12.1671428571,-2.97,2.97,12.7342857143,2.35,2.35,28.8571428571,-470,-50.6849315068,-25.77,0.16,-107.85,50000000000
18:31:13,69.83,9/5/2015,0,0,0,0,0,9.56,73.7986618005,2042,76.7448595424,16810,78.3770995978,65.7,-1.5,17991.41,-0.12,-0.1,-4.32,-4.268,8.99,8.864,0.1,0.084,0.17,0.53,-19.5,19.5,13.8342857143,14.99,14.99,11.1185714286,-45.14,45.14,30.1828571429,-467,-50.2739726027,-25.65,0.8,-74.58,50000000000
18:31:43,70.33,9/5/2015,0,0,0,0,0,8.96,73.9051094891,1929,76.8389805966,15631,78.1420416978,64.18,-1.2,18108.47,-0.13,-0.108,-3.9,-4.144,8.14,8.628,0.16,0.08,0.15,0.51,-20,20,12.4285714286,25.37,25.37,11.5,-64.93,64.93,30.86,-464,-49.8630136986,-25.65,0.92,-65.72,50000000000
18:32:18,70.92,9/5/2015,0,0,0,0,0,9.89,75.8363746959,2103,78.557293175,17269,80.0807385974,62.78,-0.9,18218.29,-0.12,-0.13,-4.55,-4.084,9.47,8.508,0.04,0.106,0.15,0.55,-12.36,12.36,13.9057142857,-9.68,9.68,10.6857142857,-15.23,15.23,31.8842857143,-459,-49.1780821918,-25.74,0.68,-82.79,50000000000
18:32:48,71.42,9/5/2015,0,0,0,0,0,9.8,76.2621654501,2086,78.936190752,17263,80.4107295591,61.25,-0.9,18340.61,-0.14,-0.144,-3.57,-4.086,7.49,8.482,0.16,0.014,-0.01,0.55,-14.17,14.17,13.9728571429,-6.59,6.59,12.35,-15.85,15.85,32.9142857143,-457,-48.904109589,-25.56,0.8,-53.04,50000000000
18:33:23,72,9/5/2015,0,0,0,0,0,9.44,77.0123682076,2018,79.6022782122,16599,81.2375267663,59.83,-0.6,18456.36,-0.14,-0.144,-4.08,-4.032,8.45,8.352,0.07,-0.054,0.15,0.55,-1.42,1.42,11.5671428571,-3.4,3.4,11.88,-39.59,39.59,30.65,-459,-49.1780821918,-25.69,0.82,-78.49,50000000000
18:33:53,72.5,9/5/2015,0,0,0,0,0,4.91,78.1376723439,1173,80.6014094025,8856,82.4103898625,58.01,-1.8,18608.02,-0.19,-0.13,-4.33,-3.986,8.86,8.244,-0.36,-0.066,0.26,0.4,-17.86,17.86,10.9642857143,11.8,11.8,8.3485714286,-40.1,40.1,24.8642857143,-460,-49.3150684932,-25.78,1.23,-130.41,50000000000
18:34:28,73.08,9/5/2015,0,0,0,0,0,7.74,79.1311841038,1702,81.4822859349,13423,83.6875883363,57.07,-0.3,18687.86,-0.13,-0.132,-3.63,-4.026,7.49,8.284,-0.18,-0.104,0.14,0.56,-12.5,12.5,10.2057142857,-14.62,14.62,7.0814285714,9.56,9.56,28.95,-454,-48.4931506849,-25.93,0.91,-115.64,50000000000
18:34:58,73.58,9/5/2015,0,0,0,0,0,9.62,79.151459854,2052,81.4991794575,17235,83.5890156685,56.06,-0.2,18774.84,-0.05,-0.134,-4.32,-4,8.93,8.218,-0.02,-0.164,0.01,0.59,-2.66,2.66,9.4614285714,11.7,11.7,6.2542857143,-29.29,29.29,32.2214285714,-443,-46.9863013699,-25.64,0.2,-93.62,50000000000
18:35:33,74.17,9/5/2015,0,0,0,0,0,9.42,77.8436739659,2016,80.3359397625,17201,82.3160634019,54.78,-0.7,18886.92,-0.15,-0.12,-3.77,-3.934,7.69,8.092,-0.03,-0.082,-0.08,0.6,-15.78,15.78,11.3985714286,0.65,0.65,6.4057142857,-24.43,24.43,28.7514285714,-435,-45.8904109589,-25.88,1.09,-96.68,50000000000
18:36:03,74.67,9/5/2015,0,0,0,0,0,7.19,75.5068937551,1599,78.2556231296,13374,80.2217733375,53.38,-1.2,19011.97,-0.15,-0.102,-3.95,-4.08,8.12,8.412,-0.23,-0.014,0.12,0.55,-7.05,7.05,8.85,0.81,0.81,4.7485714286,-43.83,43.83,26.6814285714,-435,-45.8904109589,-26.13,0.85,-121.95,50000000000
18:36:38,75.25,9/5/2015,0,0,0,0,0,7.88,75.9630981346,1727,78.663481031,13634,80.6330488374,52.54,-0.8,19088.27,-0.12,-0.11,-4,-4.054,8.23,8.366,0.05,0.028,0.35,0.4,-8.96,8.96,11.4414285714,-0.8,0.8,2.7285714286,-38.75,38.75,26.9914285714,-430,-45.2054794521,-25.75,0.81,-84.53,50000000000
18:37:08,75.75,9/5/2015,0,0,0,0,0,9.63,73.6770072993,2055,76.6314316054,16742,78.1232370657,51.46,-0.8,19187.84,-0.04,-0.092,-4.36,-4.18,9.09,8.674,0.16,0.058,0.24,0.47,-14.98,14.98,13.0414285714,4.46,4.46,1.7828571429,-15.3,15.3,24.4842857143,-431,-45.3424657534,-25.63,0.26,-68.34,50000000000
18:37:43,76.33,9/5/2015,0,0,0,0,0,7.25,73.8442822384,1611,76.7786465875,12408,78.2014885989,50.24,-0.5,19302.38,-0.09,-0.082,-4.19,-4.16,8.7,8.626,0.19,0.12,0.31,0.4,-0.02,0.02,13.7,0.2,0.2,2.4085714286,-25.61,25.61,22.8657142857,-432,-45.4794520548,-25.73,0.67,-67.33,50000000000
18:38:13,76.83,9/5/2015,0,0,0,0,0,9.39,73.1295620438,2010,76.1463461724,16386,77.6476618563,49.08,-1,19413.39,-0.06,-0.076,-4.4,-4.206,9.23,8.742,0.12,0.104,0.19,0.51,-30.64,30.64,14.02,-0.48,0.48,3.1685714286,-11.73,11.73,18.5785714286,-435,-45.8904109589,-25.6,0.41,-72.99,50000000000
18:38:48,77.42,9/5/2015,0,0,0,0,0,10.07,74.1484184915,2136,77.0537696689,17460,78.4532280274,47.85,-1.3,19533.44,-0.1,-0.1,-3.85,-4.216,7.88,8.752,0.08,0.034,0.21,0.51,-13.86,13.86,13.5814285714,-5.08,5.08,3.6885714286,-11.74,11.74,14.6057142857,-427,-44.7945205479,-25.88,0.73,-78.57,50000000000
18:39:18,77.92,9/5/2015,0,0,0,0,0,9.55,74.7617599351,2039,77.5967757506,17340,79.2842714418,46.74,-0.6,19643.95,-0.09,-0.114,-4.23,-4.104,8.81,8.524,-0.03,-0.058,-0.05,0.6,-20.39,20.39,12.7385714286,-5.03,5.03,4.2728571429,-13.1,13.1,13.3685714286,-418,-43.5616438356,-25.5,0.74,-96.51,50000000000
18:39:53,78.5,9/5/2015,0,0,0,0,0,6.57,73.9405920519,1483,76.8679409209,11042,78.1787410602,45.42,0.4,19778.16,-0.16,-0.128,-4.41,-4.072,9.14,8.426,-0.19,-0.154,0.37,0.36,-9.29,9.29,14.8385714286,-6.13,6.13,4.9114285714,-13.82,13.82,13.3628571429,-416,-43.2876712329,-25.84,0.62,-111.05,50000000000
18:40:23,79,9/5/2015,0,0,0,0,0,6.7,74.2295214923,1507,77.1213437591,12728,78.3137097899,44.14,0.4,19911.36,-0.16,-0.136,-3.63,-4.06,7.56,8.4,-0.27,-0.136,0.12,0.54,-5.89,5.89,12.8985714286,-4.44,4.44,4.9385714286,-10.94,10.94,12.3257142857,-413,-42.8767123288,-25.51,1.1,-127.21,50000000000
18:40:58,79.58,9/5/2015,0,0,0,0,0,4.95,75.0405515004,1180,77.8405251472,9905,79.0646818681,43.01,1.5,20031.58,-0.13,-0.134,-4.24,-4.008,8.74,8.288,-0.36,-0.172,0.15,0.48,-9.08,9.08,13.0071428571,-8.55,8.55,5.5442857143,-6.64,6.64,15.3085714286,-410,-42.4657534247,-26.01,0.78,-135.35,50000000000
18:41:28,80.08,9/5/2015,0,0,0,0,0,9.86,74.4069343066,2098,77.2830389034,16987,78.3076437796,42.61,3.5,20074.74,-0.14,-0.134,-3.79,-4.044,7.75,8.348,0.17,-0.11,0.28,0.43,-14.72,14.72,11.2185714286,4.67,4.67,6.2371428571,-25.57,25.57,17.5742857143,-403,-41.5068493151,-26.1,0.95,-68.82,50000000000
18:42:03,80.67,9/5/2015,0,0,0,0,0,5.38,73.1447688564,1261,76.1584129742,8994,77.1593480252,41.31,2.6,20217.34,-0.08,-0.122,-3.97,-4.106,8.25,8.434,-0.21,-0.09,0.37,0.35,-17.06,17.06,11.88,0.67,0.67,5.6785714286,-4.47,4.47,19.4457142857,-399,-40.9589041096,-25.76,0.31,-113.05,50000000000
18:42:33,81.17,9/5/2015,0,0,0,0,0,10.13,74.5285888078,2147,77.3844000386,17521,78.6127640989,40.68,2.8,20287.75,-0.16,-0.124,-4.59,-4.14,9.44,8.5,0.12,-0.048,0.06,0.55,-14.62,14.62,14.07,-9.32,9.32,5.24,-32.62,32.62,19.9285714286,-392,-40,-25.93,0.74,-67.53,50000000000
18:43:08,81.75,9/5/2015,0,0,0,0,0,8.03,73.6567315491,1756,76.6097113621,14773,77.9300346369,39.39,2.5,20434.74,-0.1,-0.114,-3.94,-4.232,7.99,8.686,-0.17,-0.1,0.16,0.55,-7.87,7.87,14.2957142857,9.88,9.88,4.6714285714,-28.96,28.96,20.78,-383,-38.7671232877,-26.19,0.47,-113.85,50000000000
18:43:38,82.25,9/5/2015,0,0,0,0,0,6.92,73.4894566099,1549,76.46249638,11512,77.8417741867,38.56,2.6,20531.38,-0.14,-0.118,-4.41,-4.328,9.07,8.862,-0.15,-0.034,0.38,0.36,-13.92,13.92,14.8971428571,2.22,2.22,4.7485714286,-26.92,26.92,18.3328571429,-383,-38.7671232877,-25.74,0.85,-106.67,50000000000
18:44:08,82.75,9/5/2015,0,0,0,0,0,8.95,73.7834549878,1927,76.7255526595,16163,77.8520864043,37.7,3.3,20633.31,-0.09,-0.124,-4.25,-4.22,8.68,8.644,-0.09,-0.044,0.07,0.58,-21.22,21.22,14.1742857143,1.37,1.37,4.7071428571,-14.32,14.32,18.55,-377,-37.9452054795,-25.99,0.66,-105.14,50000000000
18:44:43,83.33,9/5/2015,0,0,0,0,0,8,75.4359286294,1750,78.1928757602,13590,79.7234505893,36.89,3.4,20731.06,-0.1,-0.138,-4.45,-4.228,9.13,8.68,0.12,-0.032,0.36,0.37,-10.66,10.66,13.7714285714,4.57,4.57,5.9528571429,-12.6,12.6,16.0828571429,-369,-36.8493150685,-25.88,0.62,-75.52,50000000000
18:45:13,83.83,9/5/2015,0,0,0,0,0,9.99,77.2860908354,2121,79.8387875278,17646,81.2739228282,36.07,4,20831.79,-0.19,-0.144,-4.05,-4.19,8.35,8.598,0.07,-0.054,-0.01,0.57,-18.93,18.93,13.1528571429,-5.21,5.21,5.2528571429,-8.44,8.44,12.9128571429,-369,-36.8493150685,-25.6,0.78,-70.8,50000000000
18:45:48,84.42,9/5/2015,0,0,0,0,0,8.79,79.2072181671,1897,81.5498600251,15850,83.0239668068,35.12,3.4,20950.84,-0.17,-0.166,-3.98,-4.14,8.17,8.494,-0.11,-0.09,0.08,0.58,-12,12,12.06,0.38,0.38,6.23,-5.99,5.99,15.3042857143,-353,-34.6575342466,-25.85,1.1,-107.75,50000000000
18:46:18,84.92,9/5/2015,0,0,0,0,0,6.63,79.4860097324,1496,81.7936094218,11138,83.2523520955,34.21,4.3,21067.35,-0.17,-0.178,-4.22,-4.12,8.66,8.434,-0.26,-0.084,0.22,0.49,-11.8,11.8,10.6728571429,-18.04,18.04,6.8228571429,-15.35,15.35,15.6714285714,-350,-34.2465753425,-25.79,0.98,-122.01,50000000000
18:46:53,85.5,9/5/2015,0,0,0,0,0,7.14,82.0610300081,1589,84.0838884062,12956,85.9908524564,33.3,5.5,21186.4,-0.2,-0.17,-4,-4.158,8.16,8.486,-0.27,-0.134,0.09,0.54,-3.54,3.54,9.6242857143,-4.98,4.98,7.7328571429,-6.77,6.77,15.2914285714,-350,-34.2465753425,-25.97,1.12,-129.94,50000000000
18:47:23,86,9/5/2015,0,0,0,0,0,9.98,82.2840632603,2119,84.2793705956,17200,86.12218158,32.81,6.9,21251.59,-0.16,-0.174,-4.35,-4.244,8.83,8.666,0.15,-0.116,0.16,0.51,6.27,6.27,7.2585714286,9.06,9.06,8.1642857143,-43.66,43.66,15.5242857143,-346,-33.698630137,-26.08,1.01,-66.42,50000000000
18:47:58,86.58,9/5/2015,0,0,0,0,0,7.67,83.4803325223,1689,85.3436625157,14135,87.0709055947,31.59,5.8,21417.41,-0.15,-0.18,-4.24,-4.26,8.61,8.69,-0.18,-0.024,0.13,0.55,-11.51,11.51,6.4442857143,5.52,5.52,8.6,-16.89,16.89,15.8714285714,-341,-33.0136986301,-26.06,1.09,-115.87,50000000000
18:48:28,87.08,9/5/2015,0,0,0,0,0,9.74,85.3102189781,2075,86.9726807607,17169,88.9871582561,31.36,6.7,21449.25,-0.19,-0.178,-4.41,-4.208,9.07,8.618,-0.02,0.026,-0.02,0.59,-3.32,3.32,6.5314285714,10.94,10.94,7.2528571429,-9.94,9.94,13.6871428571,-333,-31.9178082192,-25.87,0.99,-91.16,50000000000
18:49:03,87.67,9/5/2015,0,0,0,0,0,10.13,85.5332522303,2148,87.1754030312,17374,89.1576131463,30.55,6.4,21562.91,-0.2,-0.18,-4.3,-4.142,8.78,8.504,0.2,0.014,0.13,0.49,-2.37,2.37,7.38,-8.23,8.23,6.7628571429,-10.07,10.07,13.6728571429,-325,-30.8219178082,-25.66,1.2,-59.15,50000000000
18:49:33,88.17,9/5/2015,0,0,0,0,0,9.83,86.5875912409,2091,88.111786852,17212,90.4257126046,29.89,5.5,21657.34,-0.19,-0.184,-3.74,-4.118,7.8,8.476,-0.02,0.02,-0.02,0.59,-6.3,6.3,9.4128571429,3.43,3.43,5.6828571429,-8.42,8.42,11.3728571429,-312,-29.0410958904,-25.23,1.27,-90.81,50000000000
18:50:08,88.75,9/5/2015,0,0,0,0,0,10.35,85.9945255474,2189,87.5856742929,17840,89.8285138881,29.29,5,21744.66,-0.17,-0.176,-4.02,-4.066,8.26,8.386,0.09,0.05,-0.01,0.57,-12.41,12.41,8.4671428571,-8.61,8.61,5.12,0.06,0.06,10.33,-304,-27.9452054795,-25.88,1.21,-67.99,50000000000
18:50:38,89.25,9/5/2015,0,0,0,0,0,8.74,86.8967964315,1889,88.3893232938,15675,90.443000734,28.23,5.7,21902.54,-0.17,-0.174,-4.12,-4.058,8.47,8.364,-0.15,0.016,-0.01,0.59,-9.48,9.48,8.8357142857,1.55,1.55,5.2214285714,-6.67,6.67,11.7842857143,-300,-27.397260274,-25.86,1.07,-120.2,50000000000
18:51:13,89.83,9/5/2015,0,0,0,0,0,10.41,86.2733171127,2199,87.8318370499,17740,89.7256950131,27.71,7.5,21981.75,-0.15,-0.178,-4.15,-4.198,8.62,8.638,0.13,0.036,0.1,0.53,-20.5,20.5,10.8642857143,1.5,1.5,4.2342857143,-27.56,27.56,11.8114285714,-299,-27.2602739726,-25.61,0.92,-66.73,50000000000
18:51:43,90.33,9/5/2015,0,0,0,0,0,10.46,86.3087996756,2210,87.8632107346,18023,89.6162035268,27.33,7,22040.4,-0.19,-0.19,-4.26,-4.216,8.67,8.66,0.03,0.03,0.17,0.53,-4.89,4.89,10.38,1.58,1.58,4.4757142857,-9.59,9.59,12.0271428571,-293,-26.4383561644,-26.17,1.32,-84.13,50000000000
18:52:18,90.92,9/5/2015,0,0,0,0,0,10.57,86.6686942417,2228,88.1866010233,17954,89.9219304471,26.48,6.9,22174.01,-0.21,-0.198,-4.44,-4.244,9.17,8.698,0.08,0.082,0.14,0.54,-5.9,5.9,9.8428571429,11.65,11.65,4.0085714286,-20.12,20.12,14.3385714286,-283,-25.0684931507,-26.2,1.32,-76.57,50000000000
18:52:48,91.42,9/5/2015,0,0,0,0,0,10.39,88.1843065693,2197,89.5332561058,17901,91.0935803413,26.1,6.9,22234.87,-0.23,-0.214,-4.11,-4.268,8.37,8.722,0.06,0.036,-0.02,0.57,-16.57,16.57,8.7842857143,-1.32,1.32,4.4785714286,-10.26,10.26,15.86,-279,-24.5205479452,-26.15,1.26,-73.62,50000000000
18:53:23,92,9/5/2015,0,0,0,0,0,10.53,87.74837794,2224,89.1471184477,17830,90.6537945928,25.18,6.9,22385.25,-0.21,-0.224,-4.26,-4.198,8.66,8.596,0.11,0.032,0.11,0.53,2.91,2.91,7.5457142857,-5.12,5.12,5.6842857143,-9.93,9.93,12.2428571429,-273,-23.698630137,-26.17,1.29,-69.44,50000000000
18:53:53,92.5,9/5/2015,0,0,0,0,0,9.39,85.6396999189,2011,87.267110725,16725,88.5118863472,24.52,6.7,22495.89,-0.23,-0.222,-4.27,-4.152,8.74,8.494,-0.1,-0.01,-0.06,0.59,-8.65,8.65,9.0128571429,-5.34,5.34,5.5842857143,-16.24,16.24,12.6985714286,-268,-23.0136986301,-25.89,1.2,-114.1,50000000000
18:54:28,93.08,9/5/2015,0,0,0,0,0,10.08,85.2443227899,2138,86.9171734723,17771,88.0924217333,23.98,6.5,22588.22,-0.24,-0.222,-3.91,-4.16,8.04,8.548,0.01,-0.006,-0.06,0.58,2.07,2.07,8.4271428571,4.84,4.84,4.3285714286,-17.32,17.32,13.8157142857,-260,-21.9178082192,-25.98,1.72,-82.65,50000000000
18:54:58,93.58,9/5/2015,0,0,0,0,0,8.82,85.3355636659,1903,86.9968143643,15677,88.1230550854,23.23,6.1,22719.29,-0.2,-0.224,-4.21,-4.12,8.66,8.474,-0.13,-0.076,0.03,0.58,-11.83,11.83,6.1757142857,9.94,9.94,5.4557142857,-2.24,2.24,16.0442857143,-255,-21.2328767123,-26.2,1.16,-111.7,50000000000
18:55:33,94.17,9/5/2015,0,0,0,0,0,10.57,86.3746958637,2230,87.9163046626,17876,88.8294419877,22.85,6.8,22787.01,-0.23,-0.244,-4.15,-4.038,8.64,8.292,0.08,-0.084,0.13,0.54,-15.16,15.16,7.3757142857,-0.88,0.88,5.4142857143,-12.78,12.78,17.2171428571,-252,-20.8219178082,-25.9,1.43,-75.58,50000000000
18:56:03,94.67,9/5/2015,0,0,0,0,0,5.4,81.4122060016,1265,83.5095086398,8773,83.813761351,21.96,6.1,22949.27,-0.22,-0.248,-4.06,-3.996,8.29,8.208,-0.24,-0.074,0.28,0.43,-1.8,1.8,7.4528571429,2.86,2.86,5.0857142857,-27.94,27.94,19.4785714286,-250,-20.5479452055,-25.94,1.54,-118.12,50000000000
18:56:38,95.25,9/5/2015,0,0,0,0,0,7.21,78.8980129765,1602,81.2795636644,12595,81.0567596586,21.44,7.4,23046.55,-0.33,-0.266,-3.86,-3.974,7.83,8.134,-0.14,-0.026,0.16,0.54,-0.81,0.81,8.3842857143,9.21,9.21,4.5485714286,-25.86,25.86,18.1385714286,-255,-21.2328767123,-25.81,2,-108.16,50000000000
18:57:08,95.75,9/5/2015,0,0,0,0,0,10.69,77.9602595296,2253,80.4517810599,18208,80.0367600226,21.43,9.4,23048.44,-0.26,-0.246,-3.7,-3.986,7.62,8.114,0.06,-0.072,0.16,0.53,-11.31,11.31,8.3085714286,-4.83,4.83,4.3385714286,-18.14,18.14,20.0757142857,-258,-21.6438356164,-26.4,0.99,-80.13,50000000000
18:57:43,96.33,9/5/2015,0,0,0,0,0,10.66,76.3635442011,2247,79.0303118062,17998,78.2621487022,20.77,10.1,23174.76,-0.29,-0.26,-4.1,-4,8.29,8.162,0.11,-0.076,0.12,0.53,-9.19,9.19,6.73,-3.04,3.04,4.3985714286,-32.07,32.07,20.0285714286,-251,-20.6849315068,-26.03,1.75,-69.6,50000000000
